created_at,updated_at,brand,type,category_id,retail_price,product_name,release_date,description,price,stock_quantity,size,popular,color,image_url
2020-12-23,2020-12-23,Vans,Sneakers,1,108,Vans old skool,2020-11-12,Vans old skool quartersnacks,87,88,38-47,1,Blue,"https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
2020-12-23,2020-12-23,Adidas,Sneakers,1,150,Adidas torsion artillery mid,2020-11-12,Adidas torsion artillery mid kid cudi x bill & ted,120,137,38-47,4,"Core black,cloud white,scarlet","https://stockx.imgix.net/adidas-Torsion-Artillery-Mid-Kid-Cudi-x-Bill-and-Ted.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746050"
2020-12-23,2020-12-23,Adidas,Sneakers,1,130,Adidas campus prince,2020-11-12,Adidas campus prince 032c black,104,57,38-47,3,"Core black,core black,core black","https://stockx.imgix.net/images/adidas-Campus-Prince-032c-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606934687"
2020-12-23,2020-12-23,Jordan,Sneakers,1,220,Jordan 5 retro,2020-11-12,Jordan 5 retro what the,176,147,38-47,2,"Varsity maize,court purple-ghost green-solar orange","https://stockx.imgix.net/images/Air-Jordan-5-Retro-What-The-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607015015"
2020-12-23,2020-12-23,Converse,Sneakers,1,115,Converse all-star bb evo,2020-11-12,Converse all-star bb evo aba,92,107,38-47,5,"Enamel red,rush blue-white","https://stockx.imgix.net/Converse-All-Star-BB-Evo-ABA.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605136563"
2020-12-23,2020-12-23,Nike,Sneakers,2,220,Nike air vapormax 2020 flyknit,2020-11-12,Nike air vapormax 2020 flyknit black barely volt (w),176,109,34-45,4,"Black,white-barely volt-atomic pink-royal pulse-crimson tint","https://stockx.imgix.net/Nike-Air-VaporMax-2020-Flyknit-Black-Barely-Volt-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746057"
2020-12-23,2020-12-23,Puma,Sneakers,1,100,Puma future rider,2020-11-12,Puma future rider cloud9,80,85,38-47,2,Puma white,"https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
2020-12-23,2020-12-23,Jordan,Sneakers,5,140,Jordan 5 retro,2020-11-12,Jordan 5 retro what the (gs),112,113,34-37,5,"Varsity maize,court purple-ghost green-solar orange","https://stockx.imgix.net/images/Air-Jordan-5-Retro-What-The-GS-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607092995"
2020-12-23,2020-12-23,Vans,Sneakers,1,108,Vans lampin,2020-11-12,Vans lampin quartersnacks,87,35,38-47,3,White,"https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
2020-12-23,2020-12-23,Nike,Sneakers,1,220,Nike acg mountain fly,2020-11-12,Nike acg mountain fly gore-tex dark grey,176,56,38-47,2,"Black,dark grey-black","https://stockx.imgix.net/Nike-ACG-Mountain-Fly-Gore-tex-Dark-Grey.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746068"
2020-12-23,2020-12-23,Nike,Sneakers,1,110,Nike sb dunk low,2020-11-11,Nike sb dunk low atmos elephant,88,81,38-47,1,"Medium grey,black-white-clear jade","https://stockx.imgix.net/images/Nike-SB-Dunk-Low-atmos-Elephant-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607016522"
2020-12-23,2020-12-23,Reebok,Sneakers,1,100,Reebok classic leather legacy,2020-11-11,Reebok classic leather legacy assassin's creed valhalla,80,94,38-47,1,"Cold grey 2,cold grey 6-black","https://stockx.imgix.net/Reebok-Classic-Leather-Legacy-Assassins-Creed-Valhalla.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603784991"
2020-12-23,2020-12-23,Puma,Sneakers,1,130,Puma clyde all-pro,2020-11-11,Puma clyde all-pro white black,104,118,38-47,1,"Puma white,puma black","https://stockx.imgix.net/Puma-Clyde-All-Pro-White-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605136559"
2020-12-23,2020-12-23,Adidas,Sneakers,1,280,Adidas type 0-6,2020-11-11,Adidas type 0-6 0amc core black,224,51,38-47,4,"Core black,echo white,core black","https://stockx.imgix.net/adidas-Type-0-6-0AMC-Core-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746065"
2020-12-23,2020-12-23,Vans,Sneakers,1,108,Vans sk8-hi,2020-11-11,Vans sk8-hi moma lyubov popova,87,40,38-47,4,Lyubov popova,"https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
2020-12-23,2020-12-23,Nike,Sneakers,5,110,Nike kyrie 7,2020-11-11,Nike kyrie 7 creator (gs),88,135,34-37,2,"Active fuchsia,black-ghost-multi-color","https://stockx.imgix.net/Nike-Kyrie-7-Creator-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605136558"
2020-12-23,2020-12-23,Reebok,Sneakers,1,108,Reebok zig kinetica,2020-11-11,Reebok zig kinetica assassin's creed valhalla,87,66,38-47,4,"Black,silver metallic-white","https://stockx.imgix.net/Reebok-Zig-Kinetica-Assassins-Creed-Valhalla.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603784991"
2020-12-23,2020-12-23,Reebok,Sneakers,1,105,Reebok club c revenge,2020-11-11,Reebok club c revenge assassin's creed valhalla,84,107,38-47,2,"White,utility beige-silver metallic","https://stockx.imgix.net/Reebok-Club-C-Revenge-Assassins-Creed-Valhalla.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603481985"
2020-12-23,2020-12-23,Vans,Sneakers,1,80,Vans era,2020-11-11,Vans era moma edvard munch,64,44,38-47,5,Edvard munch,"https://stockx.imgix.net/Vans-Era-MoMA-Edvard-Munch.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605301858"
2020-12-23,2020-12-23,Adidas,Sneakers,5,160,Adidas yeezy boost 350 v2,2020-11-11,Adidas yeezy boost 350 v2 fade (kids),128,147,27-30,3,"Yecher,yecher,yecher","https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
2020-12-23,2020-12-23,Adidas,Sneakers,1,220,Adidas yeezy boost 350 v2,2020-11-11,Adidas yeezy boost 350 v2 fade,176,108,38-47,5,"Yecher,yecher,yecher","https://stockx.imgix.net/images/adidas-Yeezy-Boost-350-V2-Yecher-1.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606325394"
2020-12-23,2020-12-23,Adidas,Sneakers,5,140,Adidas yeezy boost 350 v2,2020-11-11,Adidas yeezy boost 350 v2 fade (infants),112,93,31-34,5,"Yecher,yecher,yecher","https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
2020-12-23,2020-12-23,Vans,Sneakers,1,85,Vans authentic,2020-11-11,Vans authentic moma jackson pollock,68,148,38-47,2,Jackson pollock,"https://stockx.imgix.net/Vans-Authentic-MoMA-Jackson-Pollock.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605303873"
2020-12-23,2020-12-23,Nike,Sneakers,2,120,Nike tc 7900 lx,2020-11-11,Nike tc 7900 lx 3m pink blast (w),96,98,34-45,5,"Pink blast,light orewood brown-hyper crimson-reflect silver","https://stockx.imgix.net/Nike-TC-7900-LX-3M-Pink-Blast-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605311560"
2020-12-23,2020-12-23,Vans,Sneakers,1,80,Vans era,2020-11-11,Vans era moma faith ringgold,64,90,38-47,4,Faith ringgold,"https://stockx.imgix.net/Vans-Era-MoMA-Faith-Ringgold.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605302910"
2020-12-23,2020-12-23,Puma,Sneakers,1,130,Puma clyde all-pro,2020-11-11,Puma clyde all-pro white blue atoll,104,147,38-47,5,"Puma white,blue atoll","https://stockx.imgix.net/Puma-Clyde-All-Pro-White-Blue-Atoll.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605136558"
2020-12-23,2020-12-23,New balance,Sneakers,5,140,New balance kawhi,2020-11-11,New balance kawhi seismic moment (gs),112,99,34-37,4,"Munsell white,team red","https://stockx.imgix.net/Nike-Air-Max-270-XX-Summit-White-Pistachio-Frost-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603481985"
2020-12-23,2020-12-23,Adidas,Sneakers,1,280,Adidas type 0-6,2020-11-11,Adidas type 0-6 0amc sand,224,91,38-47,5,"Sand,sand,core black","https://stockx.imgix.net/adidas-Type-0-6-0AMC-Sand.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746066"
2020-12-23,2020-12-23,Nike,Sneakers,2,120,Nike tc 7900 lx,2020-11-11,Nike tc 7900 lx 3m light orewood brown (w),96,98,34-45,3,"Light orewood brown,black-hyper crimson-reflect silver","https://stockx.imgix.net/Nike-TC-7900-LX-3M-Light-Orewood-Brown-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605311560"
2020-12-23,2020-12-23,Adidas,Sneakers,1,280,Adidas type 0-6,2020-11-11,Adidas type 0-6 0amc earth green,224,43,38-47,4,"Earth green,raw khaki,solar lime","https://stockx.imgix.net/adidas-Type-0-6-0AMC-Earth-Green.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746065"
2020-12-23,2020-12-23,Adidas,Sneakers,1,280,Adidas type 0-6,2020-11-11,Adidas type 0-6 0amc aluminum,224,96,38-47,4,"Aluminum,aluminum,vapour orange","https://stockx.imgix.net/adidas-Type-0-6-0AMC-Aluminum.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746066"
2020-12-23,2020-12-23,New balance,Sneakers,1,160,New balance kawhi,2020-11-11,New balance kawhi seismic moment,128,63,38-47,4,"Munsell white,team red","https://stockx.imgix.net/Nike-Air-Max-270-XX-Summit-White-Pistachio-Frost-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603481985"
2020-12-23,2020-12-23,Nike,Sneakers,1,130,Nike kyrie 7,2020-11-11,Nike kyrie 7 creator,104,126,38-47,2,"Active fuchsia,black-ghost-multi-color","https://stockx.imgix.net/Nike-Kyrie-7-Creator.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605136558"
2020-12-23,2020-12-23,Jordan,Sneakers,1,180,Jordan xxxv,2020-11-11,Jordan xxxv dna,144,65,38-47,5,"White,gym red-black","https://stockx.imgix.net/Air-Jordan-XXXV-DNA.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605112351"
2020-12-23,2020-12-23,Vans,Sneakers,1,85,Vans classic slip-on,2020-11-11,Vans classic slip-on moma faith ringgold,68,141,38-47,2,Faith ringgold,"https://stockx.imgix.net/Vans-Classic-Slip-On-MoMA-Faith-Ringgold.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605303608"
2020-12-23,2020-12-23,New balance,Sneakers,1,90,New balance 327,2020-11-11,New balance 327 kawhi seismic moment,72,39,38-47,3,"Munsell white,team carolina-team orange","https://stockx.imgix.net/New-Balance-327-Kawhi-Seismic-Moment.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605136562"
2020-12-23,2020-12-23,Converse,Sneakers,1,100,Converse chuck taylor all-star,2020-11-11,Converse chuck taylor all-star 70s hi golf wang denim polka dots,80,142,38-47,2,"Blue,egret-black","https://stockx.imgix.net/Converse-Chuck-Taylor-All-Star-70s-Hi-Golf-Wang-Denim-Polka-Dots.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605029266"
2020-12-23,2020-12-23,Converse,Sneakers,1,235,Converse chuck taylor all-star,2020-11-10,Converse chuck taylor all-star ni hi n.hoolywood,188,25,38-47,3,"Black,white-egret","https://stockx.imgix.net/Converse-Chuck-Taylor-All-Star-Ni-Hi-NHOOLYWOOD.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1600156159"
2020-12-23,2020-12-23,Nike,Sneakers,5,60,Nike dunk low,2020-11-10,Nike dunk low veneer 2020 (td),48,60,31-34,2,"Veneer,autumn green-deep purple","https://stockx.imgix.net/images/Nike-Dunk-Low-Veneer-2020-TD.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607037686"
2020-12-23,2020-12-23,Adidas,Sneakers,1,275,Adidas nemeziz+ fg,2020-11-10,Adidas nemeziz+ fg precision to blur core black,220,15,38-47,5,"Cloud white,gold metallic,core black","https://stockx.imgix.net/images/adidas-Nemeziz-FG-Precision-to-Blur-Core-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606940072"
2020-12-23,2020-12-23,Nike,Sneakers,1,100,Nike dunk low,2020-11-10,Nike dunk low veneer (2020),80,70,38-47,2,"Veneer,autumn green-deep purple","https://stockx.imgix.net/images/Nike-Dunk-Low-Veneer-2020.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606147743"
2020-12-23,2020-12-23,Adidas,Sneakers,1,225,Adidas nemeziz.1 fg,2020-11-10,Adidas nemeziz.1 fg precision to blur core black,180,38,38-47,1,"Cloud white,gold metallic,core black","https://stockx.imgix.net/images/adidas-Nemeziz1-FG-Precision-to-Blur-Core-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606940447"
2020-12-23,2020-12-23,Adidas,Sneakers,1,225,Adidas nemeziz.1 fg,2020-11-10,Adidas nemeziz.1 fg precision to blur energy ink,180,150,38-47,2,"Energy ink,signal pink,signal green","https://stockx.imgix.net/images/adidas-Nemeziz1-FG-Precision-to-Blur-Energy-Ink.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606940076"
2020-12-23,2020-12-23,Adidas,Sneakers,1,275,Adidas nemeziz+ fg,2020-11-10,Adidas nemeziz+ fg precision to blur energy ink,220,63,38-47,5,"Energy ink,signal pink,signal green","https://stockx.imgix.net/images/adidas-Nemeziz-FG-Precision-to-Blur-Energy-Ink.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606940067"
2020-12-23,2020-12-23,Nike,Sneakers,5,90,Nike air force 1 low,2020-11-10,Nike air force 1 low be true 2020 (ps),72,97,27-30,5,"White,multi-color-white","https://stockx.imgix.net/Nike-Air-Max-270-XX-Summit-White-Pistachio-Frost-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603481985"
2020-12-23,2020-12-23,Nike,Sneakers,1,180,Nike air zoom bb nxt,2020-11-09,Nike air zoom bb nxt breanna stewart horoscope,144,86,38-47,2,"Barely volt,copa-bright crimson-black","https://stockx.imgix.net/Nike-Air-Zoom-BB-NXT-Breanna-Stewart-Horoscope.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605205614"
2020-12-23,2020-12-23,Jordan,Sneakers,1,220,Jordan 5 retro low golf,2020-11-09,Jordan 5 retro low golf lucky and good,176,64,38-47,3,"Sail,starfish-neptune green-obsidian","https://stockx.imgix.net/images/Air-Jordan-5-Retro-Low-Golf-Lucky-and-Good.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1607457889"
2020-12-23,2020-12-23,Nike,Sneakers,1,190,Nike air max 97 golf nrg,2020-11-09,Nike air max 97 golf nrg celestial gold,152,83,38-47,5,"Celestial gold,orange,green","https://stockx.imgix.net/images/Nike-Air-Max-97-Golf-NRG-Celestial-Gold.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606515905"
2020-12-23,2020-12-23,Nike,Sneakers,5,60,Nike air max 90,2020-11-09,Nike air max 90 infrared 2020 (td),48,129,31-34,1,"White,black-cool grey-radiant red","https://stockx.imgix.net/Nike-Air-Max-90-Infrared-2020-TD.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603187200"
2020-12-23,2020-12-23,Nike,Sneakers,5,50,Nike air max 90,2020-11-09,Nike air max 90 infrared 2020 (i),40,99,31-34,4,"White,cool grey-radiant red-black","https://stockx.imgix.net/Nike-Air-Max-90-Infrared-2020-I.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605029272"
2020-12-23,2020-12-23,Nike,Sneakers,1,170,Nike air max 97,2020-11-09,Nike air max 97 cm black metallic gold,136,13,38-47,1,"Black,metallic gold","https://stockx.imgix.net/Nike-Air-Max-97-CM-Black-Metallic-Gold.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603481985"
2020-12-23,2020-12-23,New balance,Sneakers,1,130,New balance 327,2020-11-09,New balance 327 levi's navy,104,66,38-47,3,"Navy,white","https://stockx.imgix.net/New-Balance-327-Levis-Navy.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746053"
2020-12-23,2020-12-23,Nike,Sneakers,1,180,Nike air zoom bb nxt,2020-11-09,Nike air zoom bb nxt breanna stewart car,144,39,38-47,2,"Black,university red","https://stockx-assets.imgix.net/media/New-Product-Placeholder-Default.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=0"
2020-12-23,2020-12-23,Nike,Sneakers,5,100,Nike air max 90,2020-11-09,Nike air max 90 black radiant red wolf grey (gs),80,65,34-37,2,"Black,radiant red-white-wolf grey","https://stockx.imgix.net/Nike-Air-Max-90-Black-Radiant-Red-Wolf-Grey-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605029272"
2020-12-23,2020-12-23,Nike,Sneakers,1,110,Nike air force 1 low,2020-11-09,Nike air force 1 low white metallic gold (2020),88,94,38-47,5,"White,white-metallic gold","https://stockx.imgix.net/images/Nike-Air-Force-1-Low-White-Metallic-Gold-2020.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606332807"
2020-12-23,2020-12-23,Nike,Sneakers,5,80,Nike air max 90,2020-11-09,Nike air max 90 black radiant red wolf grey (ps),64,66,27-30,1,"Black,radiant red-white-wolf grey","https://stockx.imgix.net/Nike-Air-Max-90-Black-Radiant-Red-Wolf-Grey-PS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605029273"
2020-12-23,2020-12-23,Nike,Sneakers,5,100,Nike air max 90,2020-11-09,Nike air max 90 infrared 2020 (gs),80,98,34-37,5,"White,black-cool grey-radiant red","https://stockx.imgix.net/Nike-Air-Max-90-Infrared-2020-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603481985"
2020-12-23,2020-12-23,New balance,Sneakers,2,130,New balance 327,2020-11-09,New balance 327 levi's blue (w),104,30,34-45,5,"Blue,white","https://stockx.imgix.net/New-Balance-327-Levis-Blue-W.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746053"
2020-12-23,2020-12-23,Nike,Sneakers,1,170,Nike air max 97,2020-11-09,Nike air max 97 wolf grey radiant red,136,87,38-47,3,"Wolf grey,radiant red-black-white","https://stockx.imgix.net/Nike-Air-Max-97-Wolf-Grey-Radiant-Red.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746058"
2020-12-23,2020-12-23,Nike,Sneakers,5,155,Nike air max 97,2020-11-09,Nike air max 97 wolf grey radiant red (gs),124,17,34-37,5,"Wolf grey,radiant red-black-white","https://stockx.imgix.net/Nike-Air-Max-97-Wolf-Grey-Radiant-Red-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605029272"
2020-12-23,2020-12-23,Nike,Sneakers,1,140,Nike air max 90,2020-11-09,Nike air max 90 black radiant red wolf grey,112,38,38-47,3,"Black,radiant red-white-wolf grey","https://stockx.imgix.net/Nike-Air-Max-90-Black-Radiant-Red-Wolf-Grey.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746058"
2020-12-23,2020-12-23,Nike,Sneakers,5,125,Nike air max 2090,2020-11-09,Nike air max 2090 black bright crimson (gs),100,25,34-37,4,"Black,anthracite-white-bright crimson","https://stockx.imgix.net/Nike-Air-Max-2090-Black-Bright-Crimson-GS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605029272"
2020-12-23,2020-12-23,Nike,Sneakers,5,80,Nike air max 2090,2020-11-09,Nike air max 2090 black bright crimson (td),64,69,31-34,3,"Black,anthracite-white-bright crimson","https://stockx.imgix.net/Nike-Air-Max-2090-Black-Bright-Crimson-TD.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1605029272"
2020-12-23,2020-12-23,Nike,Sneakers,1,120,Nike air max 90,2020-11-09,Nike air max 90 infrared (2020),96,97,38-47,2,"White,light smoke grey-black-particle grey-infrared","https://stockx.imgix.net/images/Nike-Air-Max-90-Infrared-2020.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606147717"
2020-12-23,2020-12-23,New balance,Sneakers,1,130,New balance 327,2020-11-09,New balance 327 levi's grey,104,114,38-47,5,"Grey,black","https://stockx.imgix.net/New-Balance-327-Levis-Grey.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746053"
2020-12-23,2020-12-23,Nike,Sneakers,5,80,Nike air max 90,2020-11-09,Nike air max 90 infrared 2020 (ps),64,142,27-30,1,"White,black-cool grey-radiant red","https://stockx.imgix.net/Nike-Air-Max-90-Infrared-2020-PS.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1603481985"
2020-12-23,2020-12-23,Adidas,Sneakers,1,250,Adidas superstar,2020-11-07,Adidas superstar craig green utility black,200,105,38-47,2,"Utility black,core black,green","https://stockx.imgix.net/adidas-Superstar-Craig-Green-Utility-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746051"
2020-12-23,2020-12-23,Adidas,Sneakers,1,220,Adidas kontuur iii,2020-11-07,Adidas kontuur iii craig green legend earth,176,44,38-47,5,"Legend earth,legend earth,core black","https://stockx.imgix.net/images/adidas-Kontuur-III-Craig-Green-Legend-Earth.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606940451"
2020-12-23,2020-12-23,Adidas,Sneakers,1,220,Adidas rivalry polta akh iii,2020-11-07,Adidas rivalry polta akh iii craig green core black,176,14,38-47,2,"Core black,core black,core black","https://stockx.imgix.net/adidas-Rivalry-Polta-Akh-III-Craig-Green-Core-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746052"
2020-12-23,2020-12-23,Adidas,Sneakers,1,220,Adidas kontuur iii,2020-11-07,Adidas kontuur iii craig green core black,176,112,38-47,4,"Core black,core black,core black","https://stockx.imgix.net/images/adidas-Kontuur-III-Craig-Green-Core-Black.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606939636"
2020-12-23,2020-12-23,Adidas,Sneakers,1,220,Adidas rivalry polta akh iii,2020-11-07,Adidas rivalry polta akh iii craig green cloud white,176,20,38-47,2,"Cloud white,white tint,off white","https://stockx.imgix.net/adidas-Rivalry-Polta-Akh-III-Craig-Green-Cloud-White.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746052"
2020-12-23,2020-12-23,Adidas,Sneakers,1,250,Adidas superstar,2020-11-07,Adidas superstar craig green off white,200,13,38-47,2,"Off white,bright red,grey three","https://stockx.imgix.net/adidas-Superstar-Craig-Green-Off-White.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1604746051"
2020-12-23,2020-12-23,Reebok,Sneakers,1,130,Reebok question low,2020-11-06,Reebok question low bbc ice cream running dog yellow green,104,55,38-47,3,"Yellow,purple,green","https://stockx.imgix.net/images/Reebok-Question-Low-BBC-Ice-Cream-Running-Dog-Yellow-Green-1.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606506587"
2020-12-23,2020-12-23,Adidas,Sneakers,1,110,Adidas dorsey indoor,2020-11-06,Adidas dorsey indoor fucking awesome,88,47,38-47,2,"Core black,core black,cloud white","https://stockx.imgix.net/images/adidas-Dorsey-Indoor-Fucking-Awesome.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1606934878"
