product_id,name,brand,size,color,release_date,retail_price,price,stock_quantity,popular,description,image_url,type,created_at,updated_at,category_id
523,Adidas ultra boost dna,Adidas,34-45,36,2020-11-01,180,144,41,4,Adidas ultra boost dna what the (w),https://stockx.imgix.net/adidas-Ultra-Boost-DNA-Wh,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
524,Nike air force 1 gtx,Nike,38-47,30,2020-11-01,150,120,92,1,Nike air force 1 gtx black,https://stockx.imgix.net/images/Nike-Air-Force-1-G,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
525,Jordan zoom 92,Jordan,38-47,30,2020-11-01,150,120,23,1,Jordan zoom 92 triple black,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
526,Reebok instapump fury,Reebok,38-47,36,2020-11-01,180,144,142,1,Reebok instapump fury blackeyepatch white,https://stockx.imgix.net/Reebok-Instapump-Fury-Bla,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
527,Adidas ultra boost dna,Adidas,38-47,36,2020-11-01,180,144,67,5,Adidas ultra boost dna what the cloud white,https://stockx.imgix.net/adidas-Ultra-Boost-DNA-Wh,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
528,Adidas nmd r1,Adidas,34-45,28,2020-11-01,140,112,62,3,Adidas nmd r1 collegiate burgundy glow pink (w),https://stockx.imgix.net/adidas-NMD-R1-Collegiate-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
529,Adidas ultra boost dna,Adidas,38-47,36,2020-11-01,180,144,150,1,Adidas ultra boost dna what the core black,https://stockx.imgix.net/adidas-Ultra-Boost-DNA-Wh,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
530,Adidas don issue 2,Adidas,38-47,20,2020-11-01,100,80,43,1,Adidas don issue 2 purple gold,https://stockx.imgix.net/images/adidas-DON-Issue-2,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
531,Adidas ultra boost 20,Adidas,38-47,36,2020-11-01,180,144,137,1,Adidas ultra boost 20 what the core black,https://stockx.imgix.net/adidas-Ultra-Boost-20-Wha,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
532,Adidas ultra boost,Adidas,34-45,38,2020-11-01,190,152,122,4,Adidas ultra boost winter.rdy cloud white signal p,https://stockx.imgix.net/adidas-Ultra-Boost-Winter,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
533,Adidas dame 7,Adidas,38-47,22,2020-11-01,110,88,48,3,Adidas dame 7 ric flair,https://stockx.imgix.net/images/adidas-Dame-7-Ric-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
534,Adidas ultra boost 20,Adidas,38-47,36,2020-11-01,180,144,22,1,Adidas ultra boost 20 what the solar red,https://stockx.imgix.net/adidas-Ultra-Boost-20-Wha,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
535,Adidas y-3 runner 4d io,Adidas,38-47,21,2020-11-01,108,87,42,3,Adidas y-3 runner 4d io black trace khaki,https://stockx.imgix.net/Nike-Air-Max-270-XX-Summi,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
536,Adidas top ten,Adidas,38-47,18,2020-11-01,90,72,13,1,Adidas top ten core black gum,https://stockx.imgix.net/adidas-Top-Ten-Core-Black,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
537,Nike air max infinity winter,Nike,38-47,20,2020-11-01,100,80,31,3,Nike air max infinity winter fossil,https://stockx.imgix.net/images/Nike-Air-Max-Infin,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
538,Nike air force 1 low,Nike,38-47,20,2020-11-01,100,80,59,4,Nike air force 1 low white red black (icy soles),https://stockx.imgix.net/Nike-Air-Force-1-Low-Whit,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
539,Nike air max plus,Nike,38-47,36,2020-11-01,180,144,61,2,Nike air max plus supreme white,https://stockx.imgix.net/images/Nike-Air-Max-Plus-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
540,Adidas ultra boost dna,Adidas,38-47,36,2020-11-01,180,144,74,2,Adidas ultra boost dna what the,https://stockx.imgix.net/adidas-Ultra-Boost-DNA-Wh,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
541,Nike pg 4,Nike,38-47,24,2020-11-01,120,96,46,3,Nike pg 4 clippers,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
542,Reebok ghost smashers,Reebok,38-47,30,2020-10-31,150,120,20,2,Reebok ghost smashers ghostbusters,https://stockx.imgix.net/Reebok-Ghost-Smashers-Gho,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
543,Vans style 36,Vans,38-47,26,2020-10-31,130,104,34,2,Vans style 36 patta spectrum blue,https://stockx.imgix.net/Vans-Style-36-Patta-Spect,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
544,Vans old skool,Vans,38-47,18,2020-10-31,90,72,32,4,Vans old skool notre blue,https://stockx.imgix.net/images/Vans-Old-Skool-Not,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
545,Adidas yeezy boost 380,Adidas,31-34,30,2020-10-31,150,120,120,3,Adidas yeezy boost 380 calcite glow (infants),https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
546,Jordan 1 retro high,Jordan,38-47,26,2020-10-31,130,104,48,5,Jordan 1 retro high dark mocha (gs),https://stockx.imgix.net/images/Air-Jordan-1-Retro,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
547,Reebok classic leather,Reebok,27-30,13,2020-10-31,65,52,58,4,Reebok classic leather ghostbusters (ps),https://stockx.imgix.net/Reebok-Classic-Leather-Gh,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
548,Vans old skool,Vans,38-47,18,2020-10-31,90,72,131,4,Vans old skool notre red,https://stockx.imgix.net/images/Vans-Old-Skool-Not,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
549,New balance kawhi,New balance,38-47,32,2020-10-31,160,128,29,4,New balance kawhi black gold,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
550,Vans chukka 79,Vans,38-47,26,2020-10-31,130,104,141,1,Vans chukka 79 patta gold fusion,https://stockx.imgix.net/Vans-Chukka-79-Patta-Gold,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
551,New balance 2002r,New balance,38-47,21,2020-10-31,108,87,114,4,New balance 2002r invincible x n.hoolywood,https://stockx.imgix.net/New-Balance-2002R-Invinci,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
552,Nike sb blazer low,Nike,38-47,17,2020-10-31,85,68,18,3,Nike sb blazer low wacko maria,https://stockx.imgix.net/images/Nike-SB-Blazer-Low,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
553,Vans old skool,Vans,38-47,18,2020-10-31,90,72,80,2,Vans old skool notre black,https://stockx.imgix.net/images/Vans-Old-Skool-Not,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
554,Vans old skool,Vans,38-47,18,2020-10-31,90,72,78,5,Vans old skool notre off-white,https://stockx.imgix.net/images/Vans-Old-Skool-Not,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
555,Nike sb janoski canvas og,Nike,38-47,19,2020-10-31,95,76,107,1,Nike sb janoski canvas og wacko maria leopard,https://stockx.imgix.net/Nike-SB-Janoski-Canvas-OG,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
556,Reebok classic leather,Reebok,38-47,20,2020-10-31,100,80,134,1,Reebok classic leather ghostbusters,https://stockx.imgix.net/Reebok-Classic-Leather-Gh,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
557,Adidas yeezy boost 380,Adidas,38-47,50,2020-10-31,250,200,95,3,Adidas yeezy boost 380 calcite glow,https://stockx.imgix.net/adidas-Yeezy-Boost-380-Ca,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
558,Reebok classic leather,Reebok,31-34,10,2020-10-31,50,40,97,5,Reebok classic leather ghostbusters (td),https://stockx.imgix.net/images/Reebok-Classic-Lea,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
559,Adidas yeezy boost 380,Adidas,27-30,34,2020-10-31,170,136,35,2,Adidas yeezy boost 380 calcite glow (kids),https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
560,Jordan 1 retro high,Jordan,38-47,34,2020-10-31,170,136,49,3,Jordan 1 retro high dark mocha,https://stockx.imgix.net/images/Air-Jordan-1-Retro,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
561,Nike kybrid s2,Nike,34-37,22,2020-10-30,110,88,117,2,Nike kybrid s2 best of (gs),https://stockx.imgix.net/Nike-Kybrid-S2-Best-Of-GS,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
562,Nike dunk high,Nike,38-47,24,2020-10-30,120,96,91,3,Nike dunk high slam jam white black,https://stockx.imgix.net/images/Nike-Dunk-High-Sla,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
563,Nike kybrid s2,Nike,31-34,11,2020-10-30,55,44,137,2,Nike kybrid s2 best of (td),https://stockx.imgix.net/Nike-Air-Max-270-XX-Summi,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
564,Adidas supersleek 72,Adidas,34-45,20,2020-10-30,100,80,11,5,Adidas supersleek 72 beyonce ivy park white black,https://stockx.imgix.net/images/Tadidas-Supersleek,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
565,Adidas ultra boost,Adidas,38-47,38,2020-10-30,190,152,44,4,Adidas ultra boost winter.rdy core black cloud whi,https://stockx.imgix.net/adidas-Ultra-Boost-Winter,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
566,Adidas superstar 50,Adidas,38-47,21,2020-10-30,108,87,130,3,Adidas superstar 50 mummy,https://stockx.imgix.net/adidas-Superstar-50-Mummy,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
567,Adidas ultra boost og,Adidas,38-47,40,2020-10-30,200,160,19,2,Adidas ultra boost og beyonce ivy park hi res yell,https://stockx.imgix.net/adidas-Ultra-Boost-OG-Bey,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
568,Adidas forum low,Adidas,38-47,21,2020-10-30,108,87,64,2,Adidas forum low dark witch,https://stockx.imgix.net/images/adidas-Forum-Low-D,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
569,Adidas superstar,Adidas,38-47,22,2020-10-30,110,88,65,1,Adidas superstar jam master jay run dmc (2020),https://stockx.imgix.net/images/adidas-Superstar-J,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
570,Reebok premier trinity,Reebok,38-47,24,2020-10-30,120,96,57,4,Reebok premier trinity packer shoes brown,https://stockx.imgix.net/Reebok-Premier-Trinity-Pa,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
571,Adidas forum low,Adidas,38-47,21,2020-10-30,108,87,34,3,Adidas forum low scary clown,https://stockx.imgix.net/images/adidas-Forum-Low-S,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
572,Adidas nite jogger,Adidas,38-47,32,2020-10-30,160,128,84,2,Adidas nite jogger beyonce ivy park dark green fro,https://stockx.imgix.net/images/adidas-Nite-Jogger,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
573,Asics gel-quantum 360 6,Asics,38-47,41,2020-10-30,204,163,23,3,Asics gel-quantum 360 6 nu label,https://stockx.imgix.net/Asics-Gel-Quantum-360-6-N,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
574,Reebok premier trinity,Reebok,38-47,24,2020-10-30,120,96,138,2,Reebok premier trinity packer shoes cream,https://stockx.imgix.net/Reebok-Premier-Trinity-Pa,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
575,Nike kybrid s2,Nike,38-47,28,2020-10-30,140,112,18,4,Nike kybrid s2 best of,https://stockx.imgix.net/images/Nike-Kybrid-S2-Bes,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
576,Adidas nite jogger,Adidas,38-47,32,2020-10-30,160,128,104,3,Adidas nite jogger beyonce ivy park off white,https://stockx.imgix.net/images/adidas-Nite-Jogger,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
577,Adidas forum lo,Adidas,38-47,28,2020-10-30,140,112,10,5,Adidas forum lo beyonce ivy park core white,https://stockx.imgix.net/images/adidas-Forum-Lo-Be,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
578,Puma suede,Puma,38-47,38,2020-10-30,190,152,125,5,Puma suede atmos x three tides tattoo,https://stockx.imgix.net/Puma-Suede-atmos-x-Three-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
579,Reebok premier road modern,Reebok,38-47,26,2020-10-30,130,104,45,1,Reebok premier road modern kanghyuk red,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
580,Adidas forum mid,Adidas,38-47,30,2020-10-30,150,120,78,4,Adidas forum mid beyonce ivy park green tint,https://stockx.imgix.net/images/adidas-Forum-Mid-B,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
581,Reebok kamikaze ii,Reebok,38-47,24,2020-10-30,120,96,64,2,Reebok kamikaze ii dtlr glory years,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
582,Nike kybrid s2,Nike,27-30,16,2020-10-30,80,64,117,5,Nike kybrid s2 best of (ps),https://stockx.imgix.net/Nike-Kybrid-S2-Best-Of-PS,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
583,Jordan 5 retro,Jordan,38-47,45,2020-10-29,225,180,57,4,Jordan 5 retro off-white sail,https://stockx.imgix.net/images/Air-Jordan-5-Retro,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
584,Nike air foamposite one,Nike,38-47,46,2020-10-29,230,184,53,1,Nike air foamposite one halloween (2020),https://stockx.imgix.net/images/Nike-Air-Foamposit,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
585,Converse chuck taylor all-star,Converse,38-47,20,2020-10-29,100,80,142,4,Converse chuck taylor all-star 70s hi denim tears,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
586,Jordan 5 retro,Jordan,31-34,14,2020-10-29,70,56,85,1,Jordan 5 retro off-white sail (td),https://stockx.imgix.net/images/Air-Jordan-5-Retro,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
587,Nike air foamposite one,Nike,34-37,36,2020-10-29,180,144,35,5,Nike air foamposite one halloween 2020 (gs),https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
588,Adidas y-3 orisan,Adidas,38-47,80,2020-10-29,400,320,32,3,Adidas y-3 orisan white red cyan,https://stockx.imgix.net/adidas-Y-3-Orisan-White-R,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
589,Adidas stan smith,Adidas,38-47,17,2020-10-29,85,68,143,5,Adidas stan smith white aztec,https://stockx.imgix.net/adidas-Stan-Smith-White-A,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
590,Jordan 1 high zoom air cmft,Jordan,34-45,28,2020-10-29,140,112,71,4,Jordan 1 high zoom air cmft black court purple lem,https://stockx.imgix.net/Air-Jordan-1-High-Zoom-Ai,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
591,Jordan 5 retro,Jordan,27-30,18,2020-10-29,90,72,65,3,Jordan 5 retro off-white sail (ps),https://stockx.imgix.net/images/Air-Jordan-5-Retro,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
592,Converse chuck taylor all-star,Converse,38-47,20,2020-10-29,100,80,82,1,Converse chuck taylor all-star 70s hi denim tears,https://stockx.imgix.net/Converse-Chuck-Taylor-All,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
593,Nike air force 1 ultra,Nike,38-47,22,2020-10-29,110,88,52,4,Nike air force 1 ultra new england patriots (2020),https://stockx.imgix.net/Nike-Air-Force-1-Ultra-Ne,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
594,Converse chuck taylor all-star,Converse,38-47,19,2020-10-29,95,76,90,5,Converse chuck taylor all-star 70s ox denim tears,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
595,Adidas y-3 orisan,Adidas,38-47,80,2020-10-29,400,320,73,5,Adidas y-3 orisan black white,https://stockx.imgix.net/adidas-Y-3-Orisan-Black-W,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
596,Converse chuck taylor all-star,Converse,38-47,19,2020-10-29,95,76,116,5,Converse chuck taylor all-star 70s ox denim tears,https://stockx.imgix.net/Converse-Chuck-Taylor-All,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
597,Nike air force 1 high gore-tex boot,Nike,38-47,36,2020-10-28,180,144,44,1,Nike air force 1 high gore-tex boot flax,https://stockx.imgix.net/Nike-Air-Force-1-High-GTX,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
598,Nike air force 1 low,Nike,38-47,26,2020-10-28,130,104,63,4,Nike air force 1 low orange skeleton,https://stockx.imgix.net/images/Nike-Air-Force-1-L,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
599,Nike blazer low,Nike,34-45,15,2020-10-28,75,60,75,4,Nike blazer low white black croc (w),https://stockx.imgix.net/Nike-Blazer-Low-White-Bla,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
600,Nike blazer mid 77,Nike,38-47,20,2020-10-28,100,80,100,4,Nike blazer mid 77 spider web halloween (2020),https://stockx.imgix.net/images/Nike-Blazer-Mid-77,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
601,Jordan xxxv,Jordan,38-47,39,2020-10-28,195,156,33,2,Jordan xxxv fragment,https://stockx.imgix.net/images/Air-Jordan-XXXXV-F,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
602,Nike air force 1 high gore-tex boot,Nike,38-47,36,2020-10-28,180,144,113,5,Nike air force 1 high gore-tex boot medium olive,https://stockx.imgix.net/Nike-Air-Force-1-High-GTX,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
603,Nike air force 1 high gore-tex boot,Nike,38-47,36,2020-10-28,180,144,19,4,Nike air force 1 high gore-tex boot anthracite,https://stockx.imgix.net/Nike-Air-Force-1-High-GTX,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
604,Converse skidgrip,Converse,38-47,16,2020-10-27,80,64,135,4,Converse skidgrip ox oil green,https://stockx.imgix.net/Converse-Skidgrip-Ox-Oil-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
605,Converse chuck taylor all-star,Converse,31-34,8,2020-10-27,40,32,78,2,Converse chuck taylor all-star hi bugs bunny 80th,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
606,Converse chuck taylor all-star,Converse,27-30,9,2020-10-27,45,36,50,5,Converse chuck taylor all-star hi bugs bunny 80th,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
607,Converse chuck taylor all-star,Converse,31-34,8,2020-10-27,40,32,146,5,Converse chuck taylor all-star ox bugs bunny 80th,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
608,Converse chuck taylor all-star,Converse,38-47,20,2020-10-27,100,80,23,1,Converse chuck taylor all-star 70s hi bugs bunny 8,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
609,Converse chuck taylor all-star,Converse,27-30,8,2020-10-27,40,32,74,5,Converse chuck taylor all-star ox bugs bunny 80th,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
610,Converse skidgrip,Converse,38-47,17,2020-10-27,85,68,10,2,Converse skidgrip hi safari oil green,https://stockx.imgix.net/Converse-Skidgrip-Hi-Safa,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
611,Converse chuck taylor all-star,Converse,38-47,13,2020-10-27,65,52,88,1,Converse chuck taylor all-star hi bugs bunny 80th,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
612,Converse pro leather,Converse,38-47,19,2020-10-27,95,76,69,1,Converse pro leather bugs bunny 80th anniversary,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
613,Converse chuck taylor all-star,Converse,31-34,8,2020-10-27,40,32,54,3,Converse chuck taylor all-star hi bugs bunny 80th,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
614,Converse chuck taylor all-star,Converse,38-47,13,2020-10-27,65,52,106,1,Converse chuck taylor all-star hi bugs bunny 80th,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
615,Converse chuck taylor all-star,Converse,38-47,12,2020-10-27,60,48,32,3,Converse chuck taylor all-star ox bugs bunny 80th,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
616,Converse chuck taylor all-star,Converse,27-30,9,2020-10-27,45,36,66,2,Converse chuck taylor all-star hi bugs bunny 80th,https://stockx-assets.imgix.net/media/New-Product-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,5
617,Nike air max 90,Nike,34-45,26,2020-10-26,130,104,93,2,Nike air max 90 wild (w),https://stockx.imgix.net/Nike-Air-Max-90-Wild-W.pn,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
618,Vans sk8-lo,Vans,38-47,13,2020-10-26,65,52,95,1,Vans sk8-lo dia de los muertos (2020),https://stockx.imgix.net/Nike-Air-Max-270-XX-Summi,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
619,Vans sport,Vans,38-47,13,2020-10-26,65,52,40,4,Vans sport dia de los muertos (2020),https://stockx.imgix.net/Vans-Sport-Dia-De-Los-Mue,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
620,Nike air force 1 shadow,Nike,34-45,24,2020-10-26,120,96,43,4,Nike air force 1 shadow wild (w),https://stockx.imgix.net/Nike-Air-Force-1-Shadow-W,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
621,Vans sk8-hi,Vans,38-47,14,2020-10-26,70,56,51,2,Vans sk8-hi dia de los muertos (2020),https://stockx.imgix.net/Vans-Sk8-Hi-Dia-De-Los-Mu,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
622,Nike blazer mid 77 vintage,Nike,34-45,22,2020-10-26,110,88,76,5,Nike blazer mid 77 vintage wild (w),https://stockx.imgix.net/Nike-Blazer-Mid-77-Vintag,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,2
623,New balance 992,New balance,38-47,21,2020-10-25,108,87,85,3,New balance 992 concepts plaid,https://stockx.imgix.net/New-Balance-992-Concepts-,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
624,Converse run star hike,Converse,38-47,22,2020-10-25,110,88,131,5,Converse run star hike hi cozy club light orewood,https://stockx.imgix.net/Converse-Run-Star-Hike-Hi,Sneakers,2020-12-23 00:00:00.0000000 +00:00,2020-12-23 00:00:00.0000000 +00:00,1
